state,city,neighborhood,street,price,area,rooms,bathrooms,garage,description,url,number,done,furnished,type
RJ,NITEROI,CENTRO,RUA EDUARDO LUIZ GOMES,285000.0,57,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-centro-niteroi-57m2-id-2631527078,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,990000.0,170,3,3,2,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-santa-rosa-niteroi-170m2-id-2568639337,null,2,0,COBERTURA
RJ,NITEROI,ICARAI,RUA OTAVIO CARNEIRO,1950000.0,212,4,4,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-sauna-icarai-niteroi-212m2-id-2600962034,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,RUA ROBERTO PEIXOTO,700000.0,167,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-itaipu-niteroi-167m2-id-2682191593,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA VEREADOR DUQUE ESTRADA,720000.0,89,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-rosa-niteroi-89m2-id-2638298962,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,375000.0,50,1,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-santa-rosa-niteroi-50m2-id-2672119676,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA EVILASIO SILVA,350000.0,92,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-fonseca-niteroi-92m2-id-2568569119,null,2,0,APARTAMENTO
RJ,NITEROI,BOA VIAGEM,RUA ANTONIO PARREIRAS,1800000.0,135,3,4,1,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-boa-viagem-niteroi-135m2-id-2684983296,146,2,1,COBERTURA
RJ,NITEROI,VARZEA DAS MOCAS,AVENIDA CENTRAL EWERTON XAVIER,200000.0,328,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipu-niteroi-328m2-id-2611315975,8000,2,0,LOTE/TERRENO
RJ,NITEROI,ITAIPU,LOTEAMENTO BOA VISTA,1650000.0,220,5,4,null,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-com-piscina-itaipu-niteroi-220m2-id-2685509380,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,SANTA ROSA,RUA VEREADOR DUQUE ESTRADA,780000.0,105,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-rosa-niteroi-105m2-id-2686022765,null,2,0,APARTAMENTO
RJ,NITEROI,CAMBOINHAS,RUA JORGE PICANCO SIQUEIRA,2850000.0,330,4,1,4,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-camboinhas-niteroi-330m2-id-2610555924,null,2,0,CASA
RJ,NITEROI,PENDOTIBA,ESTRADA ALCEBIADES PINTO,2500000.0,451,6,7,6,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-ar-condicionado-badu-niteroi-451m2-id-2669415006,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,RUA JORNALISTA ARY GUANABARA,1399000.0,220,3,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-santo-antonio-niteroi-220m2-id-2653501022,null,2,0,CASA
RJ,NITEROI,FONSECA,RUA ZORAIDA BRASIL ALCANTARA,225000.0,64,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-64m2-id-2669495442,null,2,0,APARTAMENTO
RJ,NITEROI,MATAPACA,RUA COMENDADOR MARCELO QUEIROZ,470000.0,110,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-mata-paca-niteroi-110m2-id-2644219963,100,2,0,APARTAMENTO
RJ,NITEROI,BADU,RUA L,525000.0,85,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-cantagalo-niteroi-85m2-id-2661634970,391,2,1,APARTAMENTO
RJ,NITEROI,MARIA PAULA,ESTRADA CAETANO MONTEIRO,485000.0,121,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-badu-niteroi-121m2-id-2562363851,3618,2,0,APARTAMENTO
RJ,NITEROI,SANTANA,RUA BENJAMIN CONSTANT,250000.0,10,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-santana-niteroi-10m2-id-2607943324,51,2,0,APARTAMENTO
RJ,NITEROI,SANTANA,RUA BENJAMIN CONSTANT,320000.0,65,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-santana-niteroi-65m2-id-2645817001,51,2,1,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA PROFESSOR OTACILIO,617000.0,88,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-santa-rosa-niteroi-88m2-id-2573391925,50,2,0,APARTAMENTO
RJ,NITEROI,PIRATININGA,AVENIDA DOUTOR ACURCIO TORRES,1515000.0,247,4,5,3,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-piratininga-niteroi-rj-247m2-id-2687723328,1357,2,0,CASA
RJ,NITEROI,ICARAI,RUA LOPES TROVAO,580000.0,80,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-icarai-niteroi-80m2-id-2629171139,88,2,0,APARTAMENTO
RJ,NITEROI,PIRATININGA,RUA GEOGRAFO AMORA,2500000.0,500,4,5,8,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-mobiliado-piratininga-niteroi-500m2-id-2567813935,501,2,1,CASA DE CONDOMINIO
RJ,NITEROI,SAO FRANCISCO,ALAMEDA JANDIRA FROES,2300000.0,400,3,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-sao-francisco-niteroi-400m2-id-2576624982,80,2,1,CASA
RJ,NITEROI,SAO FRANCISCO,AVENIDA QUINTINO BOCAIUVA,1400000.0,177,2,3,2,null,www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-ar-condicionado-sao-francisco-niteroi-177m2-id-2660093276,151,2,0,COBERTURA
RJ,NITEROI,SANTA ROSA,TRAVESSA MARIA ELMIRA,900000.0,126,4,3,1,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-mobiliado-santa-rosa-niteroi-rj-126m2-id-2662662877,32,2,1,CASA DE CONDOMINIO
RJ,NITEROI,SANTANA,RUA BENJAMIN CONSTANT,350000.0,100,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-santana-niteroi-100m2-id-2671158005,522,2,0,APARTAMENTO
RJ,NITEROI,ENGENHO DO MATO,AVENIDA IRENE LOPES SODRE,3150000.0,400,5,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-com-churrasqueira-engenho-do-mato-niteroi-400m2-id-2511984777,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ICARAI,RUA GAVIAO PEIXOTO,750000.0,127,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-icarai-niteroi-127m2-id-2600781721,0,2,1,APARTAMENTO
RJ,NITEROI,SAO FRANCISCO,RUA EURICO BATISTA,1400000.0,158,3,4,1,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-sao-francisco-niteroi-158m2-id-2580752589,100,2,0,CASA
RJ,NITEROI,VITAL BRASIL,RUA GRACILIANO RAMOS,820000.0,115,3,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vital-brazil-niteroi-115m2-id-2634166485,31,2,0,APARTAMENTO
RJ,NITEROI,INGA,PRAIA JOAO CAETANO,1260000.0,145,4,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-interfone-inga-niteroi-145m2-id-2501514174,141,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,ALAMEDA SAO BOAVENTURA,340000.0,55,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-55m2-id-2636333159,987,2,0,APARTAMENTO
RJ,NITEROI,VILA PROGRESSO,RUA DOUTOR JUSTINO MENEZES,1390000.0,436,4,8,2,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-vila-progresso-niteroi-436m2-id-2575730152,1011,2,0,CASA
RJ,NITEROI,FONSECA,AVENIDA PROFESSOR JOAO BRASIL,320000.0,78,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-78m2-id-2678022602,150,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA MINISTRO OTAVIO KELLY,1290000.0,130,3,4,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-icarai-niteroi-rj-130m2-id-2634234732,499,2,0,APARTAMENTO
RJ,NITEROI,VILA PROGRESSO,RUA PABLO PICASSO,670000.0,360,4,2,3,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-infraestrutura-internet-vila-progresso-niteroi-360m2-id-2659289118,370,2,0,CASA
RJ,NITEROI,ITAIPU,PRAIA DE ITAIPU,1000000.0,1000,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipu-niteroi-1000m2-id-2551963967,1,2,0,LOTE/TERRENO
RJ,NITEROI,FONSECA,RUA LEITE RIBEIRO,365000.0,78,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-78m2-id-2635963975,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,ALAMEDA SAO BOAVENTURA,280000.0,65,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-fonseca-niteroi-65m2-id-2477180750,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,RUA DOMINGOS AMARAL MORAES FILHO,525000.0,110,2,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaipu-niteroi-110m2-id-2665924697,54,2,0,CASA
RJ,NITEROI,ICARAI,RUA ALVARES DE AZEVEDO,2500000.0,180,4,4,3,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-elevador-icarai-niteroi-180m2-id-2632825449,null,2,0,APARTAMENTO
RJ,NITEROI,CHARITAS,AVENIDA PREFEITO SYLVIO PICANCO,2200000.0,140,3,5,3,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-charitas-niteroi-140m2-id-2598331447,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GAVIAO PEIXOTO,700000.0,102,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-102m2-id-2623917344,null,2,0,APARTAMENTO
RJ,NITEROI,CAMBOINHAS,AVENIDA PROFESSOR FLORESTAN FERNANDES,1100000.0,98,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-camboinhas-niteroi-rj-98m2-id-2684578748,1026,2,0,APARTAMENTO
RJ,NITEROI,PIRATININGA,RUA JORNALISTA ALARICO MACIEL,1470000.0,85,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-piratininga-niteroi-rj-85m2-id-2656775254,null,2,0,APARTAMENTO
NITEROI,PIRATININGA,SN,RUA DOUTOR HELENO DE GREGORIO,400000.0,360,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-piratininga-niteroi-rj-360m2-id-2678177595,null,2,0,LOTE/TERRENO
RJ,NITEROI,ICARAI,RUA LEMOS CUNHA,1100000.0,120,3,1,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-icarai-niteroi-120m2-id-2649805258,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA VEREADOR DUQUE ESTRADA,720000.0,110,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-santa-rosa-niteroi-rj-110m2-id-2598220965,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GAVIAO PEIXOTO,550000.0,66,null,3,null,null,www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-mobiliado-icarai-niteroi-66m2-id-2656565811,null,2,1,SALA/CONJUNTO
RJ,NITEROI,ICARAI,RUA ALVARES DE AZEVEDO,660000.0,100,3,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-icarai-niteroi-100m2-id-2672726110,25,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA NOBREGA,1490000.0,142,2,2,2,null,www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-piscina-icarai-niteroi-142m2-id-2649303962,1,2,0,COBERTURA
RJ,NITEROI,BOA VIAGEM,RUA ANTONIO PARREIRAS,1130000.0,130,2,3,1,null,www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-boa-viagem-niteroi-130m2-id-2634302923,146,2,0,COBERTURA
RJ,NITEROI,PIRATININGA,RUA DOUTOR MOACYR GOMES DE AZEVEDO,1200000.0,120,3,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-piratininga-niteroi-120m2-id-2659271692,2,2,0,APARTAMENTO
RJ,NITEROI,VARZEA DAS MOCAS,ESTRADA MARINO NUNES VIEIRA,160000.0,422,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-varzea-das-mocas-niteroi-422m2-id-2624641918,34,2,0,LOTE/TERRENO
RJ,NITEROI,INGA,RUA PROFESSORA AURELIA PIMENTEL QUARESMA DE MOURA,480000.0,42,1,1,1,null,www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-inga-niteroi-42m2-id-2624459077,null,2,0,STUDIO
RJ,NITEROI,GRAGOATA,RUA CORONEL TAMARINDO,640000.0,76,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-sao-domingos-niteroi-76m2-id-2669969196,8,2,0,APARTAMENTO
RJ,NITEROI,INGA,PRAIA JOAO CAETANO,4200000.0,200,4,2,2,"O apartamento está localizado no bairro Ingá tem 200 metros quadrados com 4 quartos sendo 3 suites e 2 banheiros
Possui sacada.
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.
Além disso segurança 24 horas.Elevador que garante o transporte das suas malas e compras.
Está em um condomínio protegido por grades.
Já está com os móveis.",www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-inga-niteroi-200m2-id-2657860623,81,2,1,APARTAMENTO
RJ,NITEROI,ITAIPU,ESTRADA A,650000.0,95,2,2,2,null,www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-serra-grande-niteroi-95m2-id-2560038597,40,2,1,TERREA
RJ,NITEROI,CUBANGO,RUA DESEMBARGADOR LIMA CASTRO,250000.0,74,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-cubango-niteroi-74m2-id-2655477403,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,AVENIDA CENTRAL EWERTON XAVIER,2280000.0,314,4,2,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-itaipu-niteroi-314m2-id-2624463511,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,300000.0,77,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-rosa-niteroi-77m2-id-2545366719,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GENERAL PEREIRA DA SILVA,850000.0,137,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-137m2-id-2593736809,null,2,0,APARTAMENTO
RJ,NITEROI,LARGO DO BARRADAS,RUA BENJAMIN CONSTANT,265000.0,70,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-largo-do-barradas-niteroi-rj-70m2-id-2676856195,null,2,1,APARTAMENTO
RJ,NITEROI,SAO LOURENCO,ALAMEDA SAO BOAVENTURA,250000.0,83,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-83m2-id-2683100477,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA PADRE LEANDRO,190000.0,57,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-57m2-id-2568062408,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,ALAMEDA SAO BOAVENTURA,530000.0,156,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-fonseca-niteroi-156m2-id-2656737377,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA DUARTE GALVAO,345000.0,59,2,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-fonseca-niteroi-59m2-id-2653126759,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA DOUTOR CARLOS HALFELD,580000.0,117,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-icarai-niteroi-117m2-id-2568201964,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA LOPES TROVAO,1100000.0,120,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-120m2-id-2568568263,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,TRAVESSA GLORIA,190000.0,71,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-fonseca-niteroi-71m2-id-2595716156,null,2,0,APARTAMENTO
RJ,NITEROI,ENGENHOCA,RUA DESEMBARGADOR MARIO FERNANDES PINHEIRO,270000.0,55,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-engenhoca-niteroi-55m2-id-2545364637,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GENERAL PEREIRA DA SILVA,980000.0,120,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-icarai-niteroi-120m2-id-2642797544,null,2,1,APARTAMENTO
RJ,NITEROI,ICARAI,RUA PRESIDENTE JOAO PESSOA,570000.0,110,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-icarai-niteroi-110m2-id-2597954857,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,1100000.0,10,null,4,4,null,www.zapimoveis.com.br/imovel/venda-loja-salao-com-infraestrutura-internet-santa-rosa-niteroi-10m2-id-2659789783,null,2,0,PONTO COMERCIAL/LOJA/BOX
RJ,NITEROI,ICARAI,RUA GENERAL PEREIRA DA SILVA,835000.0,82,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-icarai-niteroi-82m2-id-2670199294,null,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA VEREADOR TEOFILO RODRIGUES,750000.0,119,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-inga-niteroi-119m2-id-2617001157,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA PROFESSOR OTACILIO,920000.0,102,3,4,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-santa-rosa-niteroi-102m2-id-2683543544,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA CINCO DE JULHO,1300000.0,200,3,4,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-icarai-niteroi-200m2-id-2623832869,null,2,0,APARTAMENTO
RJ,NITEROI,CAMBOINHAS,ALAMEDA DOUTOR MIGUEL RAYMUNDO DE MORAES BITTENCOURT,3000000.0,450,4,6,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-camboinhas-niteroi-450m2-id-2434757344,100,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ICARAI,RUA CORONEL MOREIRA CESAR,525000.0,80,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-icarai-niteroi-80m2-id-2593119414,404,2,0,APARTAMENTO
RJ,NITEROI,RIO DO OURO,RUA SENADOR FERNANDES DA CUNHA,190000.0,511,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-rio-do-ouro-niteroi-511m2-id-2641215855,1330,2,0,LOTE/TERRENO
RJ,NITEROI,ENGENHO DO MATO,RUA PROFESSOR CORREA PINTO,155000.0,450,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-engenho-do-mato-niteroi-450m2-id-2667162697,94,2,0,LOTE/TERRENO
RJ,NITEROI,ICARAI,RUA MARIZ E BARROS,300000.0,35,null,1,1,null,www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-elevador-icarai-niteroi-35m2-id-2587340316,176,2,0,SALA/CONJUNTO
RJ,NITEROI,CENTRO,RUA DOUTOR CELESTINO,215000.0,45,2,1,3,null,www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-2-quartos-centro-niteroi-45m2-id-2665924209,188,2,0,SALA/CONJUNTO
RJ,NITEROI,ICARAI,AVENIDA JORNALISTA ALBERTO FRANCISCO TORRES,4560000.0,360,4,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-seguranca-interna-icarai-niteroi-360m2-id-2625826026,0,2,0,APARTAMENTO
RJ,NITEROI,BADU,RUA AMADEU GOMES,1300000.0,256,3,3,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-badu-niteroi-rj-256m2-id-2589701199,126,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,AVENIDA PREFEITO ALTIVO MENDES LINHARES,800000.0,140,4,4,3,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-itaipu-niteroi-140m2-id-2586124461,129,2,0,CASA
RJ,NITEROI,ITACOATIARA,ESTRADA DE ITACOATIARA,2600000.0,410,4,7,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-itacoatiara-niteroi-410m2-id-2625249212,110,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ICARAI,AVENIDA ALMIRANTE ARY PARREIRAS,700000.0,194,4,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-icarai-niteroi-194m2-id-2643864428,625,2,0,APARTAMENTO
RJ,NITEROI,CENTRO,RUA VISCONDE DO URUGUAI,250000.0,90,3,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-centro-niteroi-90m2-id-2625255446,246,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA OSVALDO CRUZ,1795000.0,255,4,4,1,null,www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-mobiliado-icarai-niteroi-rj-255m2-id-2568640460,44,2,1,COBERTURA
RJ,NITEROI,PIRATININGA,ESTRADA FRANCISCO DA CRUZ NUNES,1800000.0,300,6,5,3,null,www.zapimoveis.com.br/imovel/venda-casa-6-quartos-mobiliado-piratininga-niteroi-300m2-id-2636439070,1265,2,1,CASA
RJ,NITEROI,CENTRO,RUA VISCONDE DE ITABORAI,260000.0,69,3,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-centro-niteroi-69m2-id-2562152867,393,2,0,APARTAMENTO
RJ,NITEROI,CAMBOINHAS,RUA SALOMAO VELMOSVITSKY,2600000.0,262,4,6,2,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-camboinhas-niteroi-262m2-id-2677820896,333,2,0,CASA
RJ,NITEROI,ICARAI,RUA MINISTRO OTAVIO KELLY,550000.0,110,3,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-icarai-niteroi-110m2-id-2655362386,357,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA DOMINGUES DE SA,2110000.0,120,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-icarai-niteroi-120m2-id-2567812775,325,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,AVENIDA ROBERTO SILVEIRA,690000.0,95,3,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-rj-95m2-id-2659595156,215,2,0,APARTAMENTO
RJ,NITEROI,INGA,PRAIA JOAO CAETANO,2250000.0,212,4,3,1,null,www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-inga-niteroi-212m2-id-2609752881,null,2,0,COBERTURA
RJ,NITEROI,BADU,ESTRADA CAETANO MONTEIRO,550000.0,94,3,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-badu-niteroi-94m2-id-2601007308,null,2,0,APARTAMENTO
RJ,NITEROI,BADU,ESTRADA MONAN PEQUENO,1280000.0,295,3,5,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-mobiliado-badu-niteroi-295m2-id-2599265462,null,2,1,CASA DE CONDOMINIO
RJ,NITEROI,FONSECA,RUA RIODADES,550000.0,260,4,2,3,"4 quartos sendo 1 suite
1 banheiro social
Piscina
Churrasqueira
Garagem (cabem 3 carros)
Varanda
Armarios nos quartos
Cozinha
Sala c 2 ambientes -",www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-fonseca-niteroi-260m2-id-2582537699,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,PENDOTIBA,RUA DESEMBARGADOR JOSE DE CASTRO PACHE DE FARIA,1450000.0,320,3,2,3,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-mobiliado-mata-paca-niteroi-320m2-id-2626722199,null,2,1,CASA DE CONDOMINIO
RJ,NITEROI,PENDOTIBA,ESTRADA PACHECO DE CARVALHO,1300000.0,380,4,3,3,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-maceio-niteroi-380m2-id-2568639346,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,VILA PROGRESSO,AVENIDA NELSON DE OLIVEIRA E SILVA,1250000.0,436,4,8,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-vila-progresso-niteroi-436m2-id-2647960483,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,RUA QUATRO,1050000.0,140,4,2,3,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-itaipu-niteroi-140m2-id-2649589473,null,2,1,CASA
RJ,NITEROI,MATAPACA,RUA EQUADOR,975000.0,401,4,5,7,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-matapaca-niteroi-rj-401m2-id-2567802357,205,2,0,CASA
RJ,NITEROI,MARIA PAULA,ESTRADA DA PACIENCIA,1700000.0,420,4,2,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-maria-paula-niteroi-420m2-id-2456615896,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,INGA,RUA TIRADENTES,1500000.0,300,3,2,3,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-inga-niteroi-300m2-id-2670931393,91,2,0,COBERTURA
